,result
447,0.0029940903
448,0.00299415
449,0.00299415
450,0.0029941201
451,0.002994299
452,0.00299415
453,0.00299415
454,0.0029941797
455,0.00299415
456,0.00299415
457,0.00299415
458,0.00299415
459,0.00299415
460,0.0029941201
461,0.0029941201
462,0.0029941201
463,0.0029941201
464,0.00299415
465,0.0029941201
466,0.0029941201
467,0.0029941797
468,0.0029941797
469,0.00299415
470,0.00299415
471,0.00299415
472,0.0029941201
473,0.0029941201
474,0.00299415
475,0.0029941201
476,0.0029941201
477,0.0029941201
478,0.00299415
479,0.0029941201
480,0.0029941201
481,0.00299415
482,0.00299415
483,0.00299415
484,0.0029942095
485,0.0029941201
486,0.0029941797
487,0.00299415
488,0.00299415
489,0.00299415
490,0.00299415
491,0.0029941201
492,0.0029941201
493,0.00299415
494,0.0029941201
495,0.0029941797
496,0.0029941797
497,0.0029941201
498,0.0029942095
499,0.00299415
500,0.00299415
501,0.00299415
502,0.0029941797
503,0.00299415
504,0.00299415
505,0.00299415
506,0.0029942095
507,0.00299415
508,0.0029941201
509,0.00299415
510,0.00299415
511,0.00299415
512,0.00299415
513,0.0029941201
514,0.0029941201
515,0.0029941797
516,0.00299415
517,0.00299415
518,0.00299415
519,0.0029941797
520,0.00299415
521,0.00299415
522,0.00299415
523,0.00299415
524,0.00299415
525,0.0029941201
526,0.0029941201
527,0.00299415
528,0.0029941201
529,0.0029940903
530,0.00299415
531,0.00299415
532,0.00299415
533,0.00299415
534,0.0029940903
535,0.00299415
536,0.00299415
537,0.0029942691
538,0.0029941797
539,0.0029941201
540,0.00299415
541,0.0029941201
542,0.0029940903
543,0.00299415
544,0.00299415
545,0.0029941201
546,0.00299415
547,0.00299415
548,0.00299415
549,0.00299415
550,0.00299415
551,0.0029941201
552,0.00299415
553,0.0029941797
554,0.0029941797
555,0.0029941797
556,0.00299415
557,0.00299415
558,0.00299415
559,0.0029942095
560,0.0029941797
561,0.0029941201
562,0.00299415
563,0.0029941201
564,0.0029941201
565,0.0029942095
566,0.0029941201
567,0.0029942095
568,0.0029941201
569,0.0029941797
570,0.0029941797
571,0.0029941201
572,0.0029941201
573,0.00299415
574,0.00299415
575,0.00299415
576,0.00299415
577,0.0029941201
578,0.0029941201
579,0.0029941201
580,0.00299415
581,0.00299415
582,0.0029941201
583,0.00299415
584,0.0029941201
585,0.00299415
586,0.0029941201
587,0.0029941201
588,0.00299415
589,0.0029941201
590,0.0029941201
591,0.00299415
592,0.00299415
593,0.00299415
594,0.00299415
595,0.0029940903
596,0.00299415
597,0.00299415
598,0.0029941201
599,0.00299415
600,0.00299415
601,0.0029941201
602,0.00299415
603,0.00299415
604,0.0029941797
605,0.0029941797
606,0.00299415
607,0.00299415
608,0.00299415
609,0.0029941201
610,0.0029941201
611,0.0029940903
612,0.0029940605
613,0.0029942095
614,0.00299415
615,0.00299415
616,0.00299415
617,0.0029941201
618,0.00299415
619,0.0029941201
620,0.0029942095
621,0.00299415
622,0.00299415
623,0.00299415
624,0.0029941201
625,0.00299415
626,0.0029941201
627,0.00299415
628,0.0029941201
629,0.0029941797
630,0.0029941201
631,0.00299415
632,0.0029941797
633,0.00299415
634,0.00299415
635,0.00299415
636,0.0029941201
637,0.0029941201
638,0.0029941201
639,0.00299415
640,0.00299415
641,0.0029941201
642,0.0029941201
643,0.0029941201
644,0.0029941201
645,0.0029942393
646,0.00299415
647,0.0029942095
648,0.0029941201
649,0.0029941201
650,0.00299415
651,0.0029941201
652,0.00299415
653,0.0029941201
654,0.00299415
655,0.00299415
656,0.0029941201
657,0.0029940605
658,0.0029941201
659,0.0029941797
660,0.00299415
661,0.00299415
662,0.0029941797
663,0.0029940903
664,0.0029941201
665,0.00299415
666,0.0029940903
667,0.00299415
668,0.0029941797
669,0.00299415
670,0.00299415
671,0.00299415
672,0.0029941797
673,0.0029941201
674,0.00299415
675,0.00299415
676,0.00299415
677,0.00299415
678,0.0029941797
679,0.0029941201
680,0.00299415
681,0.00299415
682,0.00299415
683,0.00299415
684,0.0029941201
685,0.00299415
686,0.00299415
687,0.00299415
688,0.0029941201
689,0.00299415
690,0.0029942095
691,0.0029941201
692,0.00299415
693,0.0029940903
694,0.0029941201
695,0.0029941797
696,0.00299415
697,0.0029941201
698,0.0029940903
699,0.0029941201
700,0.0029941201
701,0.0029941201
702,0.0029941797
703,0.0029941201
704,0.0029941797
705,0.00299415
706,0.00299415
707,0.00299415
708,0.0029940903
709,0.00299415
710,0.00299415
711,0.00299415
712,0.0029941797
713,0.00299415
714,0.00299415
715,0.0029941201
716,0.00299415
717,0.0029941201
718,0.00299415
719,0.0029941797
720,0.00299415
721,0.0029941201
722,0.0029941797
723,0.00299415
724,0.00299415
725,0.0029941201
726,0.0029941201
727,0.00299415
728,0.0029941797
729,0.0029941201
730,0.0029941201
731,0.00299415
732,0.00299415
733,0.0029941201
734,0.00299415
735,0.0029942095
736,0.00299415
737,0.00299415
738,0.0029942393
739,0.00299415
740,0.0029941201
741,0.0029941201
742,0.00299415
743,0.0029941201
744,0.0029941201
745,0.0029941201
746,0.0029941201
747,0.0029941797
748,0.00299415
749,0.00299415
750,0.0029941201
751,0.0029940903
752,0.00299415
753,0.00299415
754,0.0029940903
755,0.0029941201
756,0.0029941797
757,0.0029941201
758,0.00299415
759,0.00299415
760,0.0029942095
761,0.00299415
762,0.00299415
763,0.00299415
764,0.00299415
765,0.0029941201
766,0.0029941201
767,0.00299415
768,0.00299415
769,0.00299415
770,0.00299415
771,0.0029941201
772,0.0029941201
773,0.0029940903
774,0.0029941201
775,0.00299415
776,0.0029941201
777,0.00299415
778,0.0029941201
779,0.00299415
780,0.0029941201
781,0.00299415
782,0.0029941201
783,0.0029941201
784,0.00299415
785,0.0029941201
786,0.0029941201
787,0.00299415
788,0.00299415
789,0.0029946268
790,0.00299415
791,0.0029941201
792,0.00299415
793,0.0029941201
794,0.00299415
795,0.00299415
796,0.00299415
797,0.0029941201
798,0.00299415
799,0.00299415
800,0.0029942095
801,0.00299415
802,0.00299415
803,0.0029940903
804,0.00299415
805,0.00299415
806,0.00299415
807,0.0029941201
808,0.0029941201
809,0.00299415
810,0.00299415
811,0.00299415
812,0.00299415
813,0.0029941201
814,0.00299415
815,0.00299415
816,0.00299415
817,0.0029942691
818,0.00299415
819,0.002994299
820,0.00299415
821,0.0029941201
822,0.00299415
823,0.00299415
824,0.00299415
825,0.0029940903
826,0.0029941201
827,0.0029940903
828,0.00299415
829,0.00299415
830,0.0029941201
831,0.0029941201
832,0.0029941201
833,0.00299415
834,0.00299415
835,0.00299415
836,0.0029941201
837,0.0029942393
838,0.0029943287
839,0.00299415
840,0.00299415
841,0.0029941797
842,0.00299415
843,0.0029941201
844,0.0029940903
845,0.00299415
846,0.00299415
847,0.0029942393
848,0.00299415
849,0.00299415
850,0.0029941201
851,0.00299415
852,0.0029941201
853,0.0029941201
854,0.00299415
855,0.0029941201
856,0.0029941201
857,0.0029941201
858,0.0029941201
859,0.0029941797
860,0.00299415
861,0.0029941201
862,0.0029941201
863,0.0029941201
864,0.0029941201
865,0.0029941797
866,0.00299415
867,0.0029941797
868,0.00299415
869,0.0029941201
870,0.00299415
871,0.0029941201
872,0.0029941201
873,0.0029942095
874,0.0029941201
875,0.0029941797
876,0.00299415
877,0.00299415
878,0.00299415
879,0.00299415
880,0.00299415
881,0.0029941201
882,0.00299415
883,0.0029941201
884,0.00299415
885,0.00299415
886,0.00299415
887,0.0029941797
888,0.0029941201
889,0.0029942095
890,0.0029941201
891,0.00299415
892,0.0029941201
893,0.00299415
894,0.0029941797
895,0.0029941201
896,0.00299415
897,0.0029941201
898,0.00299415
899,0.0029941201
900,0.00299415
901,0.00299415
902,0.00299415
903,0.0029941201
904,0.00299415
905,0.00299415
906,0.0029941201
907,0.0029941201
908,0.0029941201
909,0.0029941201
910,0.0029943585
911,0.00299415
912,0.0029941201
913,0.00299415
914,0.00299415
915,0.00299415
916,0.0029941797
917,0.00299415
918,0.0029940903
919,0.00299415
920,0.00299415
921,0.0029941201
922,0.0029941201
923,0.00299415
924,0.0029941201
925,0.00299415
926,0.0029941201
927,0.0029941201
928,0.0029941201
929,0.00299415
930,0.00299415
931,0.00299415
932,0.0029941201
933,0.00299415
934,0.0029941797
935,0.00299415
936,0.00299415
937,0.00299415
938,0.0029940605
939,0.0029941201
940,0.00299415
941,0.0029941201
942,0.00299415
943,0.00299415
944,0.0029941201
945,0.0029941201
946,0.0029941201
947,0.0029941201
948,0.00299415
949,0.00299415
950,0.0029940903
951,0.0029941201
952,0.0029941201
953,0.0029940903
954,0.0029941201
955,0.00299415
956,0.00299415
957,0.00299415
958,0.0029941201
959,0.0029941797
960,0.00299415
961,0.00299415
962,0.00299415
963,0.00299415
964,0.0029941201
965,0.00299415
966,0.00299415
967,0.00299415
968,0.00299415
969,0.0029941201
970,0.00299415
971,0.00299415
972,0.0029940903
973,0.00299415
974,0.00299415
975,0.00299415
976,0.00299415
977,0.00299415
978,0.0029941797
979,0.0029941201
980,0.0029941797
981,0.0029942095
982,0.00299415
983,0.00299415
984,0.00299415
985,0.00299415
986,0.0029941201
987,0.00299415
988,0.00299415
989,0.00299415
990,0.0029941201
991,0.0029941201
992,0.00299415
993,0.0029941201
994,0.00299415
995,0.00299415
996,0.00299415
997,0.0029941201
998,0.00299415
999,0.0029941201
1000,0.0029941797
1001,0.0029944181
1002,0.00299415
1003,0.00299415
1004,0.0029941201
1005,0.00299415
1006,0.0029941201
1007,0.0029941201
1008,0.0029942095
1009,0.00299415
1010,0.0029941797
1011,0.0029941797
1012,0.00299415
1013,0.00299415
1014,0.00299415
1015,0.0029940903
1016,0.0029941201
1017,0.00299415
1018,0.0029942095
1019,0.00299415
1020,0.00299415
1021,0.0029941797
1022,0.0029941797
1023,0.00299415
1024,0.0029941201
1025,0.0029941201
1026,0.00299415
1027,0.00299415
1028,0.00299415
1029,0.00299415
1030,0.0029940903
1031,0.00299415
1032,0.00299415
1033,0.00299415
1034,0.0029941201
1035,0.0029941201
1036,0.0029942095
1037,0.00299415
1038,0.00299415
1039,0.00299415
1040,0.00299415
1041,0.0029941201
1042,0.00299415
1043,0.00299415
1044,0.00299415
1045,0.0029941201
1046,0.0029941201
1047,0.0029941201
1048,0.0029941201
1049,0.0029941201
1050,0.00299415
1051,0.00299415
1052,0.00299415
1053,0.00299415
1054,0.0029941201
1055,0.0029941201
1056,0.0029941201
1057,0.00299415
1058,0.00299415
1059,0.00299415
1060,0.00299415
1061,0.0029947162
1062,0.00299415
1063,0.00299415
1064,0.00299415
1065,0.0029942095
1066,0.00299415
1067,0.0029940605
1068,0.00299415
1069,0.0029941201
1070,0.0029941201
1071,0.0029941201
1072,0.00299415
1073,0.00299415
1074,0.00299415
1075,0.00299415
1076,0.00299415
1077,0.0029941201
1078,0.00299415
1079,0.00299415
1080,0.0029941201
1081,0.00299415
1082,0.0029940903
1083,0.0029942393
1084,0.0029942095
1085,0.0029942095
1086,0.00299415
1087,0.0029941797
1088,0.00299415
1089,0.0029941201
1090,0.0029942095
1091,0.00299415
1092,0.00299415
1093,0.00299415
1094,0.0029941201
1095,0.00299415
1096,0.0029941201
1097,0.00299415
1098,0.0029941797
1099,0.0029941201
1100,0.0029941201
1101,0.0029940903
1102,0.00299415
1103,0.0029941201
1104,0.00299415
1105,0.0029941201
1106,0.0029941201
1107,0.0029941201
1108,0.00299415
1109,0.00299415
1110,0.0029941797
1111,0.00299415
1112,0.00299415
1113,0.0029940605
1114,0.0029941201
1115,0.0029941797
1116,0.0029941201
1117,0.0029941797
1118,0.00299415
1119,0.0029941201
1120,0.0029941201
1121,0.0029941797
1122,0.0029941201
1123,0.00299415
1124,0.0029941797
1125,0.00299415
1126,0.0029941201
1127,0.00299415
1128,0.0029941201
1129,0.00299415
1130,0.0029941201
1131,0.0029941201
1132,0.0029941201
1133,0.0029941201
1134,0.00299415
1135,0.0029941201
1136,0.0029942691
1137,0.00299415
1138,0.0029941201
1139,0.00299415
1140,0.00299415
1141,0.0029941201
1142,0.00299415
1143,0.00299415
1144,0.00299415
1145,0.0029941201
1146,0.0029942095
1147,0.00299415
1148,0.00299415
1149,0.00299415
1150,0.00299415
1151,0.0029941201
1152,0.00299415
1153,0.00299415
1154,0.0029941201
1155,0.0029941201
1156,0.00299415
1157,0.0029941201
1158,0.0029941201
1159,0.00299415
1160,0.0029941201
1161,0.0029941201
1162,0.00299415
1163,0.00299415
1164,0.0029941201
1165,0.00299415
1166,0.0029941201
1167,0.00299415
1168,0.00299415
1169,0.0029941797
1170,0.0029941201
1171,0.0029941201
1172,0.00299415
1173,0.00299415
1174,0.00299415
1175,0.0029941201
1176,0.0029941201
1177,0.0029941201
1178,0.0029941201
1179,0.00299415
1180,0.00299415
1181,0.00299415
1182,0.00299415
1183,0.00299415
1184,0.00299415
1185,0.0029941201
1186,0.00299415
1187,0.0029942393
1188,0.00299415
1189,0.0029940903
1190,0.0029941201
1191,0.00299415
1192,0.00299415
1193,0.0029941201
1194,0.0029941201
1195,0.00299415
1196,0.00299415
1197,0.0029941797
1198,0.0029942095
1199,0.00299415
1200,0.0029941201
1201,0.0029941201
1202,0.0029941797
1203,0.0029941201
1204,0.0029941797
1205,0.00299415
1206,0.00299415
1207,0.00299415
1208,0.0029941201
1209,0.00299415
1210,0.00299415
1211,0.0029943585
1212,0.0029941201
1213,0.0029941201
1214,0.0029941201
1215,0.0029941201
1216,0.0029940903
1217,0.0029943287
1218,0.00299415
1219,0.00299415
1220,0.00299415
1221,0.00299415
1222,0.0029941201
1223,0.00299415
1224,0.0029941201
1225,0.00299415
1226,0.00299415
1227,0.0029941201
1228,0.00299415
1229,0.0029941201
1230,0.00299415
1231,0.00299415
1232,0.0029944181
1233,0.00299415
1234,0.0029941797
1235,0.00299415
1236,0.0029941797
1237,0.0029942393
1238,0.00299415
1239,0.0029940903
1240,0.00299415
1241,0.00299415
1242,0.0029941797
1243,0.0029941797
1244,0.00299415
1245,0.00299415
1246,0.00299415
1247,0.0029942095
1248,0.0029941201
1249,0.0029941201
1250,0.00299415
1251,0.00299415
1252,0.00299415
1253,0.0029941201
1254,0.0029942095
1255,0.00299415
1256,0.00299415
1257,0.0029941201
1258,0.0029941201
1259,0.00299415
1260,0.00299415
1261,0.0029941201
1262,0.0029941201
1263,0.0029941201
1264,0.0029940903
1265,0.0029941201
1266,0.00299415
1267,0.00299415
1268,0.00299415
1269,0.0029941201
1270,0.0029941201
1271,0.0029941201
1272,0.00299415
1273,0.0029941201
1274,0.0029941201
1275,0.0029941201
1276,0.00299415
1277,0.0029941201
1278,0.00299415
1279,0.00299415
1280,0.00299415
1281,0.0029941201
1282,0.0029941201
1283,0.00299415
1284,0.0029942095
1285,0.00299415
1286,0.0029941201
1287,0.00299415
1288,0.00299415
1289,0.0029941201
1290,0.0029941201
1291,0.0029941797
1292,0.00299415
1293,0.00299415
1294,0.0029940903
1295,0.00299415
1296,0.00299415
1297,0.0029941797
1298,0.00299415
1299,0.00299415
1300,0.0029941201
1301,0.0029941797
1302,0.00299415
1303,0.00299415
1304,0.0029941797
1305,0.00299415
1306,0.00299415
1307,0.0029941797
1308,0.0029941201
1309,0.0029940903
1310,0.0029941797
1311,0.00299415
1312,0.0029941201
1313,0.0029941201
1314,0.00299415
1315,0.00299415
1316,0.0029941201
1317,0.0029941201
1318,0.0029940903
1319,0.0029941201
1320,0.00299415
1321,0.0029940903
1322,0.00299415
1323,0.0029941201
1324,0.00299415
1325,0.0029942393
1326,0.0029940903
1327,0.00299415
1328,0.00299415
1329,0.00299415
1330,0.0029941797
1331,0.0029941797
1332,0.0029941201
1333,0.0029941201
1334,0.0029941201
1335,0.0029941201
1336,0.0029941201
1337,0.00299415
1338,0.0029940903
1339,0.0029941201
1340,0.00299415
1341,0.00299415
1342,0.00299415
1343,0.00299415
1344,0.0029941201
1345,0.00299415
1346,0.0029941797
1347,0.00299415
1348,0.0029941201
1349,0.0029941797
1350,0.0029941201
1351,0.0029941201
1352,0.002994299
1353,0.00299415
1354,0.00299415
1355,0.00299415
1356,0.0029942393
1357,0.00299415
1358,0.0029941201
1359,0.0029941201
1360,0.00299415
1361,0.00299415
1362,0.00299415
1363,0.00299415
1364,0.0029941201
1365,0.00299415
1366,0.00299415
1367,0.0029941797
1368,0.0029941797
1369,0.00299415
1370,0.00299415
1371,0.0029941797
1372,0.0029941201
1373,0.0029940903
1374,0.00299415
1375,0.0029941201
1376,0.0029941201
1377,0.00299415
1378,0.0029941201
1379,0.0029941201
1380,0.00299415
1381,0.0029941201
1382,0.00299415
1383,0.00299415
1384,0.0029941797
1385,0.00299415
1386,0.0029941201
1387,0.00299415
1388,0.00299415
1389,0.00299415
1390,0.00299415
1391,0.00299415
1392,0.0029941201
1393,0.0029942691
1394,0.00299415
1395,0.0029941201
1396,0.00299415
1397,0.0029941797
1398,0.00299415
1399,0.0029941201
1400,0.0029940903
1401,0.00299415
1402,0.0029940903
1403,0.0029941797
1404,0.0029941797
1405,0.0029941797
1406,0.00299415
1407,0.00299415
1408,0.00299415
1409,0.0029941201
1410,0.0029941201
1411,0.0029941201
1412,0.00299415
1413,0.0029942095
1414,0.0029941201
1415,0.00299415
1416,0.0029940903
1417,0.00299415
1418,0.00299415
1419,0.00299415
1420,0.0029941201
1421,0.00299415
1422,0.0029941201
1423,0.0029941797
1424,0.00299415
1425,0.0029941797
1426,0.00299415
1427,0.0029941797
1428,0.0029941201
1429,0.00299415
1430,0.0029941201
1431,0.00299415
1432,0.00299415
1433,0.0029940903
1434,0.0029941201
1435,0.0029941797
1436,0.00299415
1437,0.00299415
1438,0.0029941201
1439,0.0029941201
1440,0.0029941201
1441,0.00299415
1442,0.0029941201
1443,0.0029941201
1444,0.00299415
1445,0.0029941797
1446,0.0029941201
1447,0.0029941201
1448,0.00299415
1449,0.00299415
1450,0.00299415
1451,0.0029942095
1452,0.0029941797
1453,0.00299415
1454,0.0029941201
1455,0.0029941797
1456,0.00299415
1457,0.00299415
1458,0.0029941201
1459,0.00299415
1460,0.0029941201
1461,0.0029941201
1462,0.0029940903
1463,0.0029940903
1464,0.0029942095
1465,0.0029941201
1466,0.0029941797
1467,0.0029941201
1468,0.0029941201
1469,0.00299415
1470,0.0029941201
1471,0.0029941797
1472,0.00299415
1473,0.00299415
1474,0.00299415
1475,0.00299415
1476,0.0029941201
1477,0.00299415
1478,0.00299415
1479,0.00299415
1480,0.00299415
1481,0.00299415
1482,0.00299415
1483,0.0029940903
1484,0.0029941201
1485,0.0029941201
1486,0.0029941201
1487,0.0029941797
1488,0.00299415
1489,0.00299415
1490,0.00299415
1491,0.00299415
1492,0.0029941797
1493,0.0029941797
1494,0.0029941201
1495,0.00299415
1496,0.00299415
1497,0.0029941201
1498,0.0029941201
1499,0.00299415
1500,0.00299415
1501,0.0029941201
1502,0.00299415
1503,0.0029942095
1504,0.00299415
1505,0.00299415
1506,0.0029941201
1507,0.0029941201
1508,0.0029941797
1509,0.00299415
1510,0.00299415
1511,0.0029941201
1512,0.0029941201
1513,0.00299415
1514,0.0029941201
1515,0.00299415
1516,0.00299415
1517,0.00299415
1518,0.0029941201
1519,0.0029941201
1520,0.00299415
1521,0.0029942095
1522,0.00299415
1523,0.00299415
1524,0.0029941201
1525,0.0029941201
1526,0.0029941201
1527,0.00299415
1528,0.0029941797
1529,0.0029941201
1530,0.0029941201
1531,0.0029941797
1532,0.0029941201
1533,0.00299415
1534,0.0029941201
1535,0.00299415
1536,0.0029941201
1537,0.00299415
1538,0.00299415
1539,0.0029940903
1540,0.0029941797
1541,0.0029941201
1542,0.00299415
1543,0.00299415
1544,0.00299415
1545,0.0029941201
1546,0.00299415
1547,0.00299415
1548,0.0029941201
1549,0.00299415
1550,0.00299415
1551,0.0029941201
1552,0.002994299
1553,0.0029941201
1554,0.00299415
1555,0.00299415
1556,0.0029941797
1557,0.0029941201
1558,0.00299415
1559,0.00299415
1560,0.00299415
1561,0.00299415
1562,0.00299415
1563,0.0029941201
1564,0.0029941201
1565,0.0029941201
1566,0.00299415
1567,0.0029941201
1568,0.0029940605
1569,0.0029941201
1570,0.0029941797
1571,0.00299415
1572,0.0029941201
1573,0.0029941797
1574,0.00299415
1575,0.0029941201
